product,verified,rating,location,date,author,content,title
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,03 Dec 2017,TechConsultant,"I’ve tested multiple branded IP cameras but haven’t seen a camera like this in the wireless category. The pros, extraordinary range considering the quality it still retains. The setup process is fairly simple and the cable is quite long enough. The magnetic mount process requires 2 screws to install the surface plate. The magnet holds the surface place and camera together. Very rigid. Viewing the cam through the mobile app and through a browser provides a friendly user experience. The Cons, a minor one in terms of installation. Be sure to measure the length of the cable before putting tight cable clips. As you pull the cable, the camera will move from the magnetic mount. For longer camera footage, a subscription is required. The default saves 3 hours. However, great camera and definitely recommend! Time to try the next one up!","With Nest, you can protect yours!"
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,18 Feb 2019,Paul Elliott,"Listen up people!! Do NOT buy these Nest Cameras, they are useless without paying the subscription. Let's say you keep the camera for 5 years at the minimum $50 per year per camera that's another $250.00. If Nest care about their customers they could package the Nest Aware Software and just sell it for a one time fee like any other software, instead of having you paying for the use until the camera craps out. Nest misled customers by giving 30 days free Nest Aware, and customers don't find out that the cameras are useless without the subscription until after the 30 days , by then the 30 days return period expires. (1) The live stream video quality is greatly reduces without the subscription, worse than a crappy old VHS tape. (2) everything slows down without the subscription, live stream takes longer to load, etc. (3) No video clips without the subscription. (4) Still shots that is so blurry the cheapest Polaroid camera takes better pictures. I have the Hello Doorbell too, and that is the same without the subscription. People need to get the word out!! DO NOT BUY THESE NEST CAMERAS!!",Nest Cameras Are Crappy and Useless Without the Subscription
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,16 Apr 2018,J Soltani,"These are the best, easiest cameras to install you can imagine?!  If I can do it, you can do it!  The instructions and installation are easy to follow, no drilling holes through walls or anything like that.  You can customize where you want to put them around your house to meet your needs.  Plus, Nest offers two security programs (10 day & 30 day), to retain all of the camera / picture information, you can cancel at any time, it's simply a GREAT security product / package program for any homeowner.  We'll be buying two more exterior cameras to enhance our own security needs this year, they're simply a GREAT product, (to repeat myself).  Virtually instant notification via your mobile phone or computer of any activity around your home at anytime.",Outdoor Nest Security Cameras are GREAT!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,31 Mar 2018,keno,"Very easy to install. It took less than 30 minutes to install and setup the camera. The picture quality is excellent, both in daylight and night time. The software works good and I can see the video feed on my iPhone, iPad, and my Alexa Spot located in the kitchen.  Works so well, I decided to get a Nest Hello Doorbell also. To my surprise Amazon does not sell the Nest Hello Doorbell (the highest rated video doorbell by independent reviewers). Amazon only sells the Ring Doorbell. So I went to the Bestbuy Web Site and bought a Nest Hello Doorbell there. And, Bestbuy installed it for free!!  Yes, The Geek Squad from Bestbuy installed the Nest Doorbell for no additional cost. Thank you Amazon for making me go to Bestbuy to purchase the Next Hello Doorbell.",Works Great plus a Bonus
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,4.0,Reviewed in the United States ,21 Oct 2017,A. Fogey,"I've had IP cameras for years and stayed away from subscriptions, but started using Nest to look out for my mother when she went into memory care. Nest's biggest advantage there is that it calls home and tunnels through the facility firewall/router without requiring anything of the network admin. Having a couple years favorable experience at assisted living I decide to go with a couple of these at home. I don't like the subscription fees, but decided the convenience and reliable off-site storage outweighs the cost. The camera is simple to mount and even simpler to add to my account with Nest. Every now and then it needs to be rebooted, generally after a power outage. I use z-wave power modules at home and a timer at Mom's. The timer reboots every day. It would be nice if they brought the price down a little.",Easy and reliable.
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,3.0,Reviewed in the United States ,17 Feb 2017,Rich H.,"Camera started out great but has slowly been deteriorating.  It seems to switch between 5 GHZ and 2.4 GHZ and when it is on 5 GHZ I lose the connection because of poor signal.  Not sure how this is happening but that is what the technician with NEST stated.  I asked how I could lock in 2.4 GHZ and never got a reply.  Looked for assistance on the app and the web to no avail.  I really felt that the technician had no idea what she was doing.  This is making my decision to purchase cloud storage plan even easier.  On the positive side, the install was very easy.  Instructions clear and straight forward.  Up in running quickly.  The Android app is a little clunky.  Has a bar across the top advertising I'm on a trial cloud plan and to purchase a plan.  Very annoying as you can't get rid of it.  Can't get forward or reverse controls when in full screen.  Web page functionality is much easier.  Wish the camera wouldn't trigger motion from a sensor light coming on.",You need a really stong WiFi signal
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,08 Jul 2020,virgo gal,"I had the exact same experience as reviewer B. Gaston had.  During the free 30-day Nest Aware Trial period, everything was great.  No internet related issues, good alarm notifications, etc.  Once the 30-day trial period ended, I've had constant errors...""Camera offline"" ""Weak internet signal"".... Can someone say SCAM!  This is my 2nd Nest Camera; 1st was purchased before Google bought out Nest and started scamming customers.  Hate this camera!",Hate Google's Nest Aware Scams!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,29 Jun 2018,Carol Andrews,"Really great camera. It is so easy to use, unlike the ones I bought a while back. The motion sensor, even if you don't have the subscription for person alert, is smart. It doesn't pick up just a leaf moving like my other ones. It's worth five bucks a month plus however many others to get an alert that tells you it Is a Person. There are a lot of trees in my front yard, so the motion detection doesn't really reach to opposite end of the house but it's fine because I've ordered two more I love them so much. I've watched my dad chase his dog across the front lawn a few times. The clips are so cool and it shows you a still also with exactly what caused the motion detection before you even watch the clip.",Smart camera with great picture and alerts
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,19 Oct 2020,D. McCarthy,Easy to install but make sure you set it up indoors first and then use an extension cord to temporarily mount it in your expected location to make sure it is getting good WiFi coverage there before you work on running its cable. Otherwise it works fine and the magnet mount is strong and isn't affected by wind. Very well made and possibly the best packaging I've seen in a long time for DIY.,Well made
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,22 Jul 2017,S. Kennedy,"Awesome product.  Easy to setup, video quality and features are second to none.  Most of the reviews where I see people have had issues are user error.  The zoning works perfectly (you have to select don't alert outside zones to not get any alerts outside them).  I do wish the IR was a bit more flooded.. though in fairness my Nest Cam is 30 feet on the ground and covers a driveway and I can see everything at night just fine.  It just isn't quite as bright as cameras I have had that have 6-8 IR emitters. My experience with Nest products, in general, is they are exceptionally well made and well thought out.  Which is saying something considering they are owned by Google, who typically has the corporate attention span of a nat and often kills things before they mature.  Nest just keeps getting better and integrating more and more with 3rd party products like Hue etc.",They are awesome!  Strongly recommend!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,29 Apr 2018,Chris C.,"I really struggled with this right out of the box. Set up was easy, mounting with the magnets  was easy, but keeping a signal was impossible. I have a small home and we have great WiFi. Can easily get a signal out in the street and well into the backyard. Before giving up I even purchased a WiFi extender- that didn’t work either. One of the worst things is if the power goes out you have to unplug/plug back in to reset. Sure- let me get my ladder out every time the power flickers here in Florida. No way I’d trust this system to reliably protect my family and property. Maybe others have had great success with it, but not me. I tried my best- but right out of the box & even installing a WiFi extender could not keep this system running reliably. I’m going to invest in a hardwired system.",Can’t Depend On It
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,28 Mar 2018,Jerry Palmerino,"This is absolutely the best camera I have ever purchased. There are two downsides though. The first is the optional monthly fee.  The second is the length of power cord.  While Nest does give you a lot of length, I simply did not need it all (I'm in a townhome with outdoor outlets nearby where I wanted/needed to mount my cameras).  You have to find a way to tie up the extra power cord and hide it. I used to have a Lorex system that came with a 7 inch monitor, but the video quality was never good enough.  These Nest cameras are incredible. The fact that they seamlessly integrate with the Nest app is also great.  I already had the Next Thermostat, so adding Nest cameras made a lot of sense.",Great Cameras
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,17 Jan 2018,mark,"First of all, I started with ARLO wireless.  Arlo was great for about 3 months, then all went down hill.  Batteries would only last 2 days, then 10 days.  Eventually I stopped using ARLO and gave them away since they were that bad. I decided to try NEST, it was easy to install and set up.  The app works great and has nice clear picture.  I definitely recommend NEST over ARLO.  The worst part about them is there is extra cord wrapped up around the camera.  It would be nice if you could drill a small hole and slide it through, but not possible due to the size of the plug.  You could cut and splice it though. I bought a RING doorbell for my mom.  That system seems to be nice as well, but at this point I think I would stick with Nest.",Arlo was great for about 3 months
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,29 Sep 2016,A. Parsons,"So far, this is the best security camera I have used.  It is 1080p compared to most security companies 720p cameras.  The app works well to notify when the camera spots movement.  The picture is bright and crisp in both daylight and at night.  Would recommend it to anyone considering a security system.  Easy installation.  The prices for the plans are also way more reasonable than other security companies.","Excellent quality, affordable peace of mind."
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,3.0,Reviewed in the United States ,21 Jan 2018,Douglas Lash,"This camera has a temperature range of -4 to 104F Temperatures in my area regularly go up to 120F so I'm very concerned about this. Setup is a mess.  The iphone setup did not initially work.  It had trouble recognizing the QR code and the bluetooth device never showed up to enable pairing.  Tried the PC setup and that didn't work either, when connected to the PC over USB it did the normal windows thing asking me to set it up as a mass storage device but I was expecting it to ask for drivers or have some type of setup program included with the CAM.  Tried the installation a third time using the iphone again and selected the manual method using the 6 digit code on the back of the CAM.  After a few minutes it connected and is working now.  Video is very good. I previously had a nest thermostat and loved it (was destroyed in a house fire) but I'm not impressed with this CAM. For the money I expected a much easier setup and something much more durable (with temperature).",Not impressed with Temperature Range or Setup
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,21 Nov 2016,TJW,"Nest has really thought this out.  I had the camera up and running within 10 minutes of getting the package.  Mounting it permenantly outside was a piece of cake - the toughest part was getting the self-tapping screws for the metal mount to bite into our wood siding. I'm still tweaking the settings on the camera to prevent false positive notifications, but with the various zones and settings available with their premium service there are plenty of options to tweak. While I originally got this camera thinking it would be cool to check the weather at home - snow mostly, I find that by far the most value is in the alerts.  I have one zone set for the front walk, and one for the driveway.  Nest sends me an alert whenever there is activity in either zone, and it can even differentiate people from vehicles.  I don't believe this service works nearly as well without the cloud service that is an extra change, so that is something to keep in mind. Overall, this is a well thought out, simple, great performing outdoor camera!",A great job by Nest!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,24 Jan 2018,AmazonCustomer,"MUST READ- BAIT AND SWITCH We purchased three of these for our home and they were easy to set up. The cameras were great and images were crystal clear.. for the 30 day trial. The minute we purchased the subscriptions (for $100 for the first camera and $100 for the second two cameras) that all changed. You couldn't make out a face if it was standing 2 feet in front of the camera. Just a bunch of colored pixels. I contacted Nest multiple times and they always had an excuse and were not helpful. First it was that there must have been changes to my internet - the only change was that I purchased the pricey subscriptions. The second excuse was that my internet was too slow.  I have more than enough internet capacity and upload speed than recommended.  I even upgraded my internet, bought an access point /wifi range extender.  The third excuse was that we should've known the image quality would decrease because we were now storing to the cloud (it was stored during the 30 day trial, too).  Wish I would've know this before investing more than $1,000 in this system.",Bait and Switch
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,14 Sep 2020,mag,Goes offline all the time randomly.  I have put it next to the router and closer then my nest doorbell and it’s still goes offline 2month update: exchanged for another new camera.  While new one was being shipped to me the first one power converter broke. As far as the newer one: same problem. Put it next to modem and still goes offline about ten times a day.  The nest doorbell works great.... kinda,Useless.  Offline problems ALL of them have this problem
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,03 May 2017,Brian Linse,"I bought my first Drop Cam just before the change to Nest. Drop Cam app was great and I was very happy. Then my second cam was a Nest. Better camera, but I was forced to switch to the Nest App. Crap. Took them over a year, but they finally got it almost as good as the Drop App. Added a third cam. All good. Just added this outdoor cam and was well pleased until all of my notifications stopped working. Support is worthless. All they will do is tell you to uninstall and reinstall the App, which wont fix anything. Then they ""escalate"" you, which means you've spent an hour of your time for nothing and it will take them three DAYS to get back to you. So now I'm stuck with four cameras, 25 dollars a month for ""service"", and I have no security cameras - just four sexy webcams. Dont get sucked in like I did. Buy something else if you need real security.","Great camera, the worst app and support you can imagine."
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,24 Oct 2020,m swink,"Camera quality great Application is intuitive Product support is horrible Hardware is poor, in use for 2 years and power cable literally disintegrated on outdoor camera,,,, picture attached Spent an hour trying to get someone on phone and their answer is warranty is expired This is obviously a major manufacturing defect and needs to be taken care of. IF YOU SEE THIS BUY RING,,,, BETTER PRODUCT AND SUPPORT!!!!",READ THIS!!!!!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,3.0,Reviewed in the United States ,05 Sep 2017,Wulfgang,"This is my fourth Nest Cam, but first outdoor model.  The installation was problematic mainly due to design problems with the supplied cables.  First off, why white?  This sucker stands out like a sore thumb on my new olive green Craftsman house in Idaho.  Admittedly I knew it was white before I purchased it.  I wasn't sure of the size. It Needs choices.  How about black.  The wiring is a whole different kettle of mess.  Fixed length cabling with a clunky connector right in the middle and a whole lot of extra wire that I had to hide in a blank unconnected outdoor outlet box.  Nest will undoubtedly fix these issues or not sell a lot of these cameras and when they do they should offer a decent trade in for these clunkers.  The quality of the picture is as usual terrific.  The ease of wifi connectivity as good as ever.  The form factor needs work.  Big time.","Great video, Clunky Form Factor & Cables."
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,13 Jul 2018,robert garson,"DO NOT BUY THIS PRODUCT. Nest provides no customer support. I just got finished holding for over an hour. When I bought these cameras I tried to buy cloud storage, called nest aware, as I was leaving for a trip abroad. That is precisely why I bought the cameras and needed storage. I couldn't get this done online so I called and was told that there was new software that had a glitch. I was assured that if I called back in a few days they could take care it. Called two additional times during the following 10 days, held more than 30 minutes each time, and gave up. When I returned from my trip I made contact with Nest customer support. They apologized and gave me 90 days of 10 day storage in return for the trouble that I had. The only problem was they couldn't connect the front door camera to the cloud. It seems important that I know who's been at my front door. I was told that they didn't know why it wouldn't connect to the cloud but I had to be physically where the cameras were to disconnect them from the account, open a new account and reconnect them. We made an appointment to have technical support call me on the day I arrived back home. No call. I called in, held for 30 mins, gave up, called back in, held for 20 more minutes and reached a person. She said she needed to transfer me to someone else but would stay on the line and took my number in case we got disconnected. Well, we got disconnected and I never received a call back. So here I am on hold again. I reached a representative who said I needed to be transferred....I'm out the price of the cameras plus the $480 I paid to have cameras mounted and wires run. Horrible customer service and a product that is not ready for public sale.",Horrible customer service and a product that is not ready ...
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,26 Mar 2017,ej,"In general i feel very good about the set of outdoor Nestcams. Previously tried a very an expensive installed system from a local company. ‘took a huge loss to have that system removed. The cameras were equivalent to NestCam, but not nearly as compact, attractive or ease in installation & usage… The local company installers didn’t take the time, or include us in deciding the best locations for cameras… NestCams installation & ease of use, far superior. We found the most effective locations. Consequently fewer cameras are needed, and less camera footage to monitor. NestCam software is sometimes very slow in bringing up a screening from a post, but usually not too long. I worry a bit if there was an intruder if cams might be too slow. Right now, they’re a good deterrent… The persons who’d been intruding & stealing from us are now leaving us alone. One complaint: Wanted our cams installed through-the-wall near the camera, not down the wall with an exterior outlet which would make it easy to unplug or possibly remove. A smaller connector or re-connectable one would be better. Installation through-a-wall requires an unnecessarily large hole. Otherwise installation was fairly simple. Thought we would need a new outlet: hired an electrician, but didn’t need one. Software: NestCam software is absolutely superior to the outrageously expensive system I hated & had removed. It might have been appropriate for a business, with time & funds to hire someone to monitor the cumbersome software. Occasionally the NestCam system misses sending a notice when a person has been in the camera’s view. but you can go back & find that. Easy with the dots posted along the time line when there's a person or significant movement in view. There are 5 min intervals on the timeline, making it easy to check a particular time. I receive an email notice with a small pic & time for when the cam note movement. Those are valuable. Some misses, some probably not necessary, but i like having them there as they save time having to look through all the footage. You can use a smart phone or an iPad, but i use my desktop cpu. At first i received daily off-line notices. Adding a second router as a booster has corrected that. We have thicker stucco exterior walls. My old, near capacity, cpu, is most likely the reason the software is sometimes slow. It can take a very long time to see the feed i want to check. A little scary because if there’s a problem i want to see what's going on as quickly as possible. As said that's most likely because of my very old computer... Our cams see better with our porch lights on at night, which is something we have always done anyway, however lights aren't necessary. Our cams are installed higher than suggested as we have a two story house with stairs to our front door. Despite that one cam does a good job of monitoring our front entrance, stairs, driveway & cars, a substantial area. Nest support people have been very helpful & generous.  Previously I thought dealing with a specialized security business would be better. Wrong. The NestCams are much better, easier to more carefully & intelligently install; easier to monitor & deal with all around. I definitely recommend them. I feel fairly certain when i upgrade to a better cpu, the software will run faster which will make checking the feeds quicker.",In general i feel very good about the set of outdoor Nestcams
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,1.0,Reviewed in the United States ,15 Nov 2019,Zarkoff,I have used a 24 Nest camera system for several years with good results until was recently encouraged to migrate to a Google account from the Nest Account.  HUGE MISTAKE!  They can not process a simple card correctly.  They charged the card in full but GOOGLE Pay still thinks there is a problem with the card (any card) so I now have 4 cameras with zero recording and the inability to add NEST Aware recording to them.  With my investment in the system I am stuck and this problem is 2 weeks running and ZERO customer service!!!!  If you already are a Nest account holder DO NOT CONVERT OVER!!!,AVOID ALL NEST CAMERAS UNTIL GOOGLE GETS THEIR ACT TOGETHER!!!!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,16 Nov 2016,Ole Wurtz,"This is probably one of the best home security cameras available.  When it comes to ease of use and setting it up, it must be the best..  Two things I'd point out to improve on is the image resolution resolution and the fact that the WiFi module is in the camera and not in the power adapter.  More resolution would make it possible to recognize faces and license plates.  The WiFi module moved from the camera itself to the power adapter would almost always bring the WiFi module closer to the WiFi router, eliminating the need for a WiFi extender, when the camera is too far from the router or on the outside of a garage door being shielded from the WiFi signal from the router.",This is currently a 4.5 star product for my application.
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,3.0,Reviewed in the United States ,23 Jan 2017,xander,"as much as I was in love with the indoor nest cam, as disappointed am I in the outdoor one. I mounted it on the overhang roof on the 2nd floor since it is easier for cabling into the attick and getting a better view on what i wanted to monitor. since it is a bit higher up, you can notice it doesnt zoom too well. also it notices cars driving by on the road (nice), but it doesnt see me entering the garage which is much closer in! of course elegant design, but the vision at night is also not as good as it was with the indoor. I had really expected this guy to be the indoor with an outdoor casing, but it is not. One of the downsides of this cam is also that when it is mounted, you can change its angle, of course, but you have to do that manually. it would have been good for an outdoor cam to be remotely adjustable.","reasonable, but pricy cam, only for specific uses"
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,23 Dec 2016,H0meT3chi3,"I've been installing and maintaining cameras since my days as a loss prevention employee for a major retail company back in the early 90s. I've seen the progression of cameras from the old black and white tube cameras,video chip, CCD, and now to IP.  I also have experience with the old time lapse VCRs, DVRs and now to cloud based storage and I must say Nest gets it right. I know the price of nest aware is a little steep for residential use but when compared to purchasing and maintaining an in house DVR it puts things a little more in perspective. I also own an original 720p dropcam as well as an indoor nest cam so I can attest to the fact that Nest is continually improving there products. I've had the dropcam for almost 3 years and it continues to function great. The nest outdoor cameras construction quality is as well as any in the industry and the video quality is second to none. I've compared my video stream to some very expensive Cisco cameras and it's equal too if not better. Way to go Nest. Thanks for a great quality product at an affordable price. I will be purchasing another in the very near future.",Ahead of the Pack!
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,02 Apr 2017,Ready to travel,"My husband ordered this for me for my birthday.  He asked our son to research cameras and he recommended this one.  I work at home in the basement and our dog barks at everything...I wanted to see if someone was at the door and who....before I made the trip upstairs...this camera is amazing. Clear picture, easy installation,  picks up motion coming into our circle...lets me know on my phone or Ipad...will tell you if it is a person...you can talk to them outside...it works at night...it does everything I hoped it would and more...one thing...I am planning to have an electrician come and run the electrical cord through the outside wall and into the house so no one can unplug it and take the camera also so the cords don't show.  We have had lots of free entertainment watching the neighbor kids come over and check it out.  Now they all want one and our neighborhood should be safer.",Easy to set up...clear picture
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,3.0,Reviewed in the United States ,03 Aug 2017,Rogtuf,"The picture from the cameras is superb.  The web app is reasonably good, but when you look back at old footage, it does have a habit of jumping back to live view which can be irritating.  The cost of maintaining a 30 day history is quite expensive. However, if you have the unit providing a security view of your property when you are not there and it goes ""offline"" it does not appear to restore itself.  Our has been offline for 10 days and it will now have to wait until we can get back to the property to turn it off and on again and see if it resets.","The web app is reasonably good, but when you look back at old footage"
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,4.0,Reviewed in the United States ,21 Mar 2017,Jennifer Guerrero,"Your browser does not support HTML5 video. Our set of Nest outdoor and indoor cams has performed well so far. - Installation was easy, both physically getting the cams in place and getting them linked to the network. - We have full functionality and the ability to monitor our home while away on vacation within just a few minutes - The video and audio quality are very good - The ability to link the camera to home/away conditions based on your phone's location is extremely useful - On the downside, the cameras suffer from short bouts of losing network connectivity, usually on the order of 2-5 minutes, after which they reconnect automatically. I haven't determined if this is due to a weak/intermittent wifi signal, passing interference or something else. Our Crittercam pics: 1-3) Kitties 4) Raccoon 5) Opossum 6) Road Runner Our Crittercam Video: Opossum","- Installation was easy, both physically getting the cams in place and ..."
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,02 Jun 2017,GGSM Mobile,Let me tell you that if you are not savvy with networking then this is the camera for you. I've bought around 20 security cameras and this one is the top notch. Easy setup. Very good app with no known bug so far and the quality of the camera is great. No false alarm so far. And it looks good too. Many people complain about the subscription fees but I think it is reasonable. Otherwise you would have to manage the storage yourself and that is not very convenient (i.e. constantly removing old file and making sure that the storage is not full),Best security camera I've purchased.
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,3.0,Reviewed in the United States ,15 Feb 2017,KB-Boise,"Knocked off two stars because of Nest lying about the subscription cost. Their site says $100 for the first camera, $50 for each other camera. Even though it does not say it on their site, they now claim this only applies to cameras at the same address. Even after calling they refused to honor the listed price. I was going to purchase at least two more cameras. I will now be looking at other brands. The camera is very easy to install and the video quality is great. The ability to create zones and have notifications is nice as I am able to exclude traffic in the street.","Nice camera, deceitful subscription cost."
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,4.0,Reviewed in the United States ,27 Apr 2018,M,"Switched to this from the Ring unit (which btw was horrible). Why I chose to go for Nest over other units is for the simplicity of using it, the software, setup, and the fact that there's 2-way sound. Pros: Easy to set up - it comes with everything you need to install and mount the unit. The software is great, allowing you set up zones, alerts, and all that. The cloud service works wonderfully. Records 24/7 Reconnects on its own if disconnected and alerts you Cons: Night vision is not adequate and very difficult to see faces or anything with minimal light. Cloud service is more expensive than other services",So far so good
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,03 Dec 2016,babyju,"love this camera so far! it came earlier than what I expected, a good thing to start with. the installation was very easy, unpacked, installed app on my iphone, set up account, scan barcode on the camera, and connect to wifi at home. we had to drill only 2 screws to attach the magnet at the top corner of the porch, then secure (shortened) the cable along the wall, and plug into the outdoor outlet, that's it! Things are working out for me in terms of getting notifications on people and higher pitched sounds. One morning a bird flew by my porch window and pecked on the glass and I was notified, things like this I like to be aware of. One of the most important things I like about this device, is that it shows a good length of activity alerted, seconds before the subject/object appeared on camera, so I can see what/who, and seconds after its gone, no lagging on the video quality. cant ask for better than that!",excellent security camera with minimal hasle and good quality
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,19 Feb 2019,Xian,"I already had the thermostat so I gave this a try. I really like the features this camera has within the same app.  I only had seen doorbell cams that had microphones to hear whats going on and to speak to people.  So a plus there. Although it has a magnet base to place about anywhere, I do kind of wish the usb  power was tucked in, through or around the base as it would seem more secure that way.  But they do have other outdoor cams where you can't see the cord but they are more expensive. That said it was very easy to install even to some novices to get started. I figured if you need more then a full blown monitored system would be best if that becomes the case.",powerful little camera
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,4.0,Reviewed in the United States ,31 May 2017,Ashley Sanchez,"I installed it over my garage door overlooking front driveway. Resolution is great and the night vision is good too. I also purchased yearly subscription that gives me access to the extra features and additional cloud storage. Does have several seconds delay between push notifications after spotting activity in the areas you designate to be alerted. I didn't want to deal with battery replacement on other 1080P cameras that are out there. Took one star off for the bulky power cord. Had to drill through my stucco exterior wall and hole size was larger than I wanted it to be due to the bulky cord. Would have been a full 5 if they made the cord's end slimmer. I also had to move my router a few feet from where it was to improve wifi connection. Low quality wifi signal causes camera to loose connection when movement is captured, so confirm wifi signal strength for area you are thinking of installing.",I definitely would recommend and plan on buying a second...
Google Nest Cam Outdoor - Weatherproof Outdoor Camera for Home Security - Surveillance Camera with Night Vision - Control with Your Phone,1,5.0,Reviewed in the United States ,23 Oct 2016,C. M. Dube,"Image quality exceeds expectations. Build quality and installation hardware (high strength corrosion resistant screws for instance) is excellent with a clever, flexible magnetic design.  The software is easy to use and intuitive and worked first time (if you're having issues, it's with your router configuration). The NestAware subscription (free for 30 days) is expensive at $100/year but has good features. I went for it but needs improvement.  For instance, the scheduling feature only provides for camera on/off times.  NEST should incorporate independent zones alerts into the software for separate notification of activity.  For instance as a business owner, I'd like zone/notification for the parking area and for a gate entrance (shown in picture)","Excellent image quality, design, software and installation"
