product,keyword,0,1,2,3,4,5
NestOutdoorCam,security,0.0,0.014681286006318527,0.04906151272997584,0.02155733135104999,0.020999814160936627,0.012637056309236202
NestOutdoorCam,storage,0.0,0.003345103140680171,0.012822895372607323,0.004460137520906894,0.00297342501393793,0.000929195316855603
NestOutdoorCam,hack,0.0,0.0,0.00037167812674224123,0.0,0.00018583906337112061,0.0
NestOutdoorCam,aware,0.0,0.006876045344731463,0.023601561048132318,0.010964504738896116,0.004274298457535774,0.007061884408102583
NestOutdoorCam,monitor,0.0,0.003345103140680171,0.011707860992380598,0.0031592640773090504,0.00297342501393793,0.0016725515703400855
NestOutdoorCam,data,0.0,0.001486712506968965,0.004645976584278015,0.0016725515703400855,0.0016725515703400855,0.00018583906337112061
NestOutdoorCam,privacy,0.0,0.0,0.00037167812674224123,0.00037167812674224123,0.00297342501393793,0.0007433562534844825
NestOutdoorCam,loss,0.0,0.00037167812674224123,0.0007433562534844825,0.00018583906337112061,0.00018583906337112061,0.00037167812674224123
NestOutdoorCam,right,0.0,0.00297342501393793,0.01189370005575172,0.005017654711020256,0.002230068760453447,0.00297342501393793
NestOutdoorCam,license,0.0,0.000929195316855603,0.001858390633711206,0.000929195316855603,0.0005575171901133618,0.000929195316855603
NestOutdoorCam,scary,0.0,0.0,0.00018583906337112061,0.00018583906337112061,0.0,0.0
NestOutdoorCam,cyber,0.0,0.0,0.00018583906337112061,0.00018583906337112061,0.0,0.00018583906337112061
NestOutdoorCam,secure,0.0,0.001486712506968965,0.0026017468871956887,0.002230068760453447,0.0011150343802267236,0.0011150343802267236
NestOutdoorCam,police,0.0,0.00018583906337112061,0.000929195316855603,0.0007433562534844825,0.0007433562534844825,0.0
NestOutdoorCam,unusual,0.0,0.00037167812674224123,0.0,0.00018583906337112061,0.0,0.0
NestOutdoorCam,ads,0.0,0.0005575171901133618,0.0,0.0,0.0,0.0
NestOutdoorCam,surveillance,0.0,0.002230068760453447,0.0055751719011336185,0.0020442296970823266,0.001486712506968965,0.0020442296970823266
NestOutdoorCam,fear,0.0,0.0,0.0,0.00018583906337112061,0.0,0.0
NestOutdoorCam,physical,0.0,0.0,0.000929195316855603,0.00037167812674224123,0.0,0.00018583906337112061
NestOutdoorCam,safety,0.0,0.00018583906337112061,0.000929195316855603,0.0005575171901133618,0.0013008734435978444,0.000929195316855603
NestOutdoorCam,law,0.0,0.0,0.00018583906337112061,0.00037167812674224123,0.00018583906337112061,0.0005575171901133618
NestOutdoorCam,damage,0.0,0.0,0.000929195316855603,0.0,0.00018583906337112061,0.00018583906337112061
NestOutdoorCam,crime,0.0,0.0,0.00018583906337112061,0.00018583906337112061,0.0,0.0
NestOutdoorCam,creepy,0.0,0.0,0.00018583906337112061,0.0,0.0,0.0
